2023-12-05 13:40, success, 0.371310
2023-12-05 14:05, success, 0.351028
2023-12-06 00:46, success, 0.356103
2023-12-06 12:18, success, 0.324549
2023-12-07 00:45, success, 0.514480
2023-12-07 12:18, success, 0.512728
2023-12-08 00:45, success, 0.514551
2023-12-08 12:18, success, 0.363106
2023-12-09 00:44, success, 0.510458
2023-12-09 12:16, success, 0.517503
2023-12-10 00:49, success, 0.537322
2023-12-10 12:03, success, 0.516587
2023-12-11 00:08, success, 0.346370
2023-12-11 12:03, success, 0.381873
2023-12-12 00:08, success, 0.528716
2023-12-12 12:03, success, 0.531541
2023-12-13 00:08, success, 0.514359
2023-12-13 12:03, success, 0.338797
